plant,time point,cell,area
ktnP2,1,189,42.2488
ktnP2,1,194,26.4096
ktnP2,1,196,23.0083
ktnP2,1,199,15.7348
ktnP2,1,200,13.8567
ktnP2,1,201,19.0538
ktnP2,1,202,38.3635
ktnP2,1,203,31.7955
ktnP2,1,204,39.5197
ktnP2,1,211,25.0313
ktnP2,1,212,29.9232
ktnP2,1,214,20.9144
ktnP2,1,215,31.6253
ktnP2,1,216,26.1997
ktnP2,1,217,31.8293
ktnP2,1,271,23.9389
ktnP2,1,276,27.408
ktnP2,1,277,27.2332
ktnP2,1,280,21.0708
ktnP2,1,286,26.5933
ktnP2,1,288,23.2344
ktnP2,1,291,30.1171
ktnP2,1,292,26.2082
ktnP2,1,295,28.8682
ktnP2,1,302,23.2403
ktnP2,1,306,15.6086
ktnP2,1,307,19.3728
ktnP2,1,308,36.7992
ktnP2,1,309,27.614
ktnP2,1,327,30.8237
ktnP2,1,329,25.5097
ktnP2,1,332,19.8565
ktnP2,1,333,22.4701
ktnP2,1,349,22.807
ktnP2,1,350,43.4996
ktnP2,1,358,25.8953
ktnP2,1,366,30.0203
ktnP2,1,367,39.8164
ktnP2,1,370,26.5628
ktnP2,1,371,28.7453
ktnP2,1,373,28.840999999999998
ktnP2,1,402,21.4753
ktnP2,1,403,27.7286
ktnP2,1,405,25.3354
ktnP2,1,407,29.9203
ktnP2,1,408,39.9497
ktnP2,1,409,28.2485
ktnP2,1,410,22.896
ktnP2,1,411,25.5565
ktnP2,1,414,31.9778
ktnP2,1,415,21.660999999999998
ktnP2,1,422,28.0531
ktnP2,1,424,37.3399
ktnP2,1,426,24.7805
ktnP2,1,432,35.9516
ktnP2,1,435,29.4727
ktnP2,1,437,27.5538
ktnP2,1,438,33.018
ktnP2,1,440,20.3738
ktnP2,1,445,13.9409
ktnP2,1,449,20.2735
ktnP2,1,450,22.976
ktnP2,1,452,38.1428
ktnP2,1,453,31.7171
ktnP2,1,458,16.5658
ktnP2,1,461,21.3791
ktnP2,1,483,16.8886
ktnP2,1,484,17.7677
ktnP2,1,499,15.5323
ktnP2,1,501,14.0737
ktnP2,1,510,19.0584
ktnP2,1,511,22.7905
ktnP2,1,512,22.7525
ktnP2,1,525,20.9827
ktnP2,1,526,25.8762
ktnP2,1,577,14.8021
ktnP2,1,578,16.3927
ktnP2,1,591,39.3976
ktnP2,1,592,29.8283
ktnP2,1,595,2.36663
ktnP3,0,4,34.2037
ktnP3,0,5,30.279
ktnP3,0,7,30.4658
ktnP3,0,27,24.7867
ktnP3,0,29,20.0918
ktnP3,0,39,15.3701
ktnP3,0,50,21.916999999999998
ktnP3,0,64,23.2338
ktnP3,0,68,19.4596
ktnP3,0,69,21.2899
ktnP3,0,71,18.9257
ktnP3,0,83,25.1494
ktnP3,0,87,23.8567
ktnP3,0,101,32.8755
ktnP3,0,116,20.67
ktnP3,0,122,19.1208
ktnP3,0,123,19.9915
ktnP3,0,124,23.2383
ktnP3,0,125,16.6829
ktnP3,0,126,20.6003
ktnP3,0,128,25.3881
ktnP3,0,130,25.2079
ktnP3,0,136,26.7173
ktnP3,0,141,18.1895
ktnP3,0,148,31.525
ktnP3,0,149,22.8017
ktnP3,0,150,30.9576
ktnP3,0,158,21.8847
ktnP3,0,163,41.7261
ktnP3,0,164,22.8193
ktnP3,0,170,26.9566
ktnP3,0,171,23.8681
ktnP3,0,172,22.9333
ktnP3,0,178,17.3962
ktnP3,0,179,21.2152
ktnP3,0,187,32.2127
ktnP3,0,189,24.8218
ktnP3,0,196,24.4095
ktnP3,0,199,23.0433
ktnP3,0,200,29.5143
ktnP3,0,201,28.9098
ktnP3,0,207,29.6865
ktnP3,0,208,14.562000000000001
ktnP3,0,213,21.4101
ktnP3,0,216,20.7622
ktnP3,0,217,17.0835
ktnP3,0,218,32.2424
ktnP3,0,219,25.6048
ktnP3,0,223,26.0061
ktnP3,0,228,25.0046
ktnP3,0,235,34.9896
ktnP3,0,239,12.7939
ktnP3,0,240,22.0328
ktnP3,0,243,24.3956
ktnP3,0,246,21.057
ktnP3,0,248,27.1803
ktnP3,0,249,31.9135
ktnP3,0,255,29.636999999999997
ktnP3,0,260,33.6331
ktnP3,0,261,27.0741
ktnP3,0,262,16.8511
ktnP3,0,263,17.1304
ktnP3,0,268,27.6868
ktnP3,0,269,20.5767
ktnP3,0,271,25.5242
ktnP3,0,283,30.8214
ktnP3,0,284,33.9043
ktnP3,0,285,34.4566
ktnP3,0,298,23.8951
ktnP3,0,314,30.2442
ktnP3,0,317,35.3949
ktnP3,0,319,20.2332
ktnP3,0,321,17.6395
ktnP3,0,326,22.6322
ktnP3,0,328,25.4783
ktnP3,0,329,22.8332
ktnP3,0,363,23.9233
ktnP3,0,365,14.3775
ktnP3,0,367,14.8633
ktnP3,0,372,29.0127
ktnP3,0,390,18.3839
ktnP3,0,392,25.3377
ktnP3,0,393,24.1882
ktnP3,0,396,28.1371
ktnP3,0,402,25.3203
