plant,time point,dividing parent cell,parent neighbor,dividingCellArea,neighbourCellArea,sharedWall,distance,dividingCellPerimeter,neighbourCellPerimeter
P9,1,7247,7245,35.3484,42.28,4.31721,6.746900090411891,50379,43309
P9,1,7247,7323,35.3484,32.5826,2.04218,8.189882950934035,50379,51512
P9,1,7247,7325,35.3484,21.2058,1.27184,7.335722278003715,50379,43838
P9,1,7259,7053,34.3626,31.4222,3.83741,6.592503431170894,43716,51015
P9,1,7259,7070,34.3626,23.2911,5.59008,5.237992830273824,43716,37001
P9,1,7259,7311,34.3626,37.0415,5.10779,5.720833996018415,43716,36318
P9,1,7259,7348,34.3626,32.853,2.71212,6.92279703082504,43716,43819
P9,1,7259,7385,34.3626,38.7192,3.35489,7.013075879384166,43716,51267
P9,1,7259,7549,34.3626,32.398,4.39678,5.985025000783202,43716,51050
P9,1,7268,7053,33.7588,31.4222,2.3061,7.451419648630722,50865,51015
P9,1,7268,7205,33.7588,29.592,3.447,6.818691057673751,50865,43032
P9,1,7268,7237,33.7588,20.729,4.19376,5.146629007418352,50865,36068
