plant,time point,dividing parent cell,parent neighbor,dividingCellArea,neighbourCellArea,sharedWall,distance,dividingCellPerimeter,neighbourCellPerimeter
p4 FM1,1,22014,22021,55.7728,41.4036,4.07627,7.665464073987955,158245,110125
p4 FM1,1,22014,22067,55.7728,34.5588,5.1099,7.3969069936359215,158245,114247
p4 FM1,1,22014,22068,55.7728,40.8311,2.50662,8.826612532767028,158245,132221
p4 FM1,1,22014,26070,55.7728,50.2072,4.94082,8.246513935597271,158245,136251
p4 FM1,1,21734,21735,49.966,35.4047,9.55946,4.436683151589707,153141,87268
p4 FM1,1,21734,21869,49.966,58.5614,3.94343,8.782486538042631,153141,152933
p4 FM1,1,21734,21871,49.966,38.1502,3.51029,7.763163431623731,153141,130787
p4 FM1,1,21734,21896,49.966,37.6704,5.56522,6.149823980863195,153141,131216
p4 FM1,1,21734,21917,49.966,36.842,2.98448,7.5480314724370405,153141,109416
p4 FM1,1,21734,21926,49.966,36.7222,3.95221,8.502376903572324,153141,109278
p4 FM1,1,21734,21927,49.966,60.0688,2.37595,10.330111531484064,153141,174510
p4 FM1,1,21943,21754,47.7787,41.9909,8.69943,5.373335838378239,131460,131699
p4 FM1,1,21943,21915,47.7787,56.4522,3.43834,8.87377408369743,131460,153221
p4 FM1,1,21943,21916,47.7787,55.7757,5.25994,7.763904773894385,131460,131510
p4 FM1,1,21943,21944,47.7787,40.9999,4.22185,7.0287488288030335,131460,131420
p4 FM1,1,21943,21962,47.7787,31.8679,3.76472,6.971244909490702,131460,109591
p4 FM1,1,21943,21969,47.7787,44.3408,3.64351,8.118220875444319,131460,131381
p4 FM1,1,21911,21739,37.3701,23.3679,6.22371,4.694678444792573,153040,87586
p4 FM1,1,21911,21745,37.3701,34.3036,6.18737,5.666329228874723,153040,131493
p4 FM1,1,21911,21912,37.3701,28.2004,0.496025,7.5267942796651495,153040,131311
p4 FM1,1,21911,21932,37.3701,34.7669,3.30141,7.649920651150574,153040,131604
p4 FM1,1,21911,21939,37.3701,40.0407,3.75463,7.215050403843344,153040,153499
p4 FM1,1,21728,21850,60.3591,51.8525,7.35749,7.20738815050916,131234,109127
p4 FM1,1,21728,21874,60.3591,45.5443,4.84297,6.909777437985975,131234,152977
p4 FM1,1,21728,21875,60.3591,70.6186,9.85228,6.632339218925703,131234,153018
p4 FM1,1,21728,21883,60.3591,26.4044,6.38292,5.980193866171899,131234,87407
p4 FM1,1,21728,21903,60.3591,43.9499,3.6084,9.44423886265591,131234,153172
p4 FM1,1,21833,21842,58.851,84.2112,2.01105,10.874329033995618,109066,152937
p4 FM1,1,21833,21850,58.851,51.8525,7.77803,7.065844939686978,109066,109127
p4 FM1,1,21712,21708,47.0111,48.9066,6.1883,6.691947708936157,130946,152623
p4 FM1,1,21712,21835,47.0111,39.7163,6.57201,6.814464454493545,130946,108933
